seed,tasks,workers,noise_bound,policy,mean_wait,mean_completion,makespan,slot_utilization,prediction_mae
6,30,2,0.5,fcfs,47.78184033724975,54.41276078407205,99.63889343875567,0.9982427872251634,1.8215775985389793
6,30,2,0.5,sjf,24.588798131832917,31.219718578655215,105.26160276805633,0.9449201236418825,1.8215775985389793
6,30,2,1.0,fcfs,47.78184033724975,54.41276078407205,99.63889343875567,0.9982427872251634,3.6431551970779585
6,30,2,1.0,sjf,25.830945125701206,32.46186557252351,104.48783189423474,0.9519176051333357,3.6431551970779585
7,30,2,0.0,fcfs,22.388139561587984,26.678697471620065,71.39974696954934,0.9013809065447929,0.0
7,30,2,0.0,sjf,15.818927336371937,20.109485246404017,66.3098182410759,0.9705707293073854,0.0
7,30,2,0.25,fcfs,22.388139561587984,26.678697471620065,71.39974696954934,0.9013809065447929,0.5658417772805767
7,30,2,0.25,sjf,15.94445634281132,20.235014252843396,64.58174719201517,0.9965411505379406,0.5658417772805767
7,30,2,0.5,fcfs,22.388139561587984,26.678697471620065,71.39974696954934,0.9013809065447929,1.1316835545611534
7,30,2,0.5,sjf,16.477155146285853,20.76771305631793,71.5848811459063,0.8990497381605509,1.1316835545611534
7,30,2,1.0,fcfs,22.388139561587984,26.678697471620065,71.39974696954934,0.9013809065447929,2.263367109122307
7,30,2,1.0,sjf,20.575334097775094,24.865892007807176,64.36842074201864,0.9998438350448627,2.263367109122307
8,30,2,0.0,fcfs,28.99131867969798,34.04533437425012,77.38620301405057,0.9796350313830187,0.0
8,30,2,0.0,sjf,19.199644846262565,24.2536605408147,79.3147409043282,0.9558152060249007,0.0
8,30,2,0.25,fcfs,28.99131867969798,34.04533437425012,77.38620301405057,0.9796350313830187,0.5123160248452022
8,30,2,0.25,sjf,19.485972710247363,24.5399884047995,79.5497710595962,0.9529912457131702,0.5123160248452022
8,30,2,0.5,fcfs,28.99131867969798,34.04533437425012,77.38620301405057,0.9796350313830187,1.0246320496904044
8,30,2,0.5,sjf,19.87256266052416,24.926578355076295,79.16324913359216,0.957644314097673,1.0246320496904044
8,30,2,1.0,fcfs,28.99131867969798,34.04533437425012,77.38620301405057,0.9796350313830187,2.0492640993808093
8,30,2,1.0,sjf,21.222442533165335,26.27645822771747,81.77969794512697,0.9270055689023171,2.0492640993808093
9,30,2,0.0,fcfs,29.049437521267965,32.78704706696481,56.41580744351649,0.993766565188031,0.0
9,30,2,0.0,sjf,15.45364911447687,19.19125866017372,61.05660035515371,0.9182323100097143,0.0
9,30,2,0.25,fcfs,29.049437521267965,32.78704706696481,56.41580744351649,0.993766565188031,0.5362099812730777
9,30,2,0.25,sjf,15.603959467033805,19.341569012730652,61.61609504718659,0.9098944544038035,0.5362099812730777
9,30,2,0.5,fcfs,29.049437521267965,32.78704706696481,56.41580744351649,0.993766565188031,1.0724199625461555
9,30,2,0.5,sjf,16.067755195100993,19.805364740797845,58.791749535284254,0.9536056271263958,1.0724199625461555
9,30,2,1.0,fcfs,29.049437521267965,32.78704706696481,56.41580744351649,0.993766565188031,2.144839925092311
9,30,2,1.0,sjf,18.85400877388332,22.591618319580167,57.571160128821674,0.9738234049826888,2.144839925092311
10,30,2,0.0,fcfs,35.47275428060508,40.67742941479019,84.49762609727804,0.9239327850808291,0.0
10,30,2,0.0,sjf,17.408007986104792,22.612683120289905,81.95863602143481,0.9525552254476125,0.0
10,30,2,0.25,fcfs,35.47275428060508,40.67742941479019,84.49762609727804,0.9239327850808291,0.5629732192536218
10,30,2,0.25,sjf,17.596610622817572,22.801285757002685,81.28592663047888,0.9604384208803933,0.5629732192536218
10,30,2,0.5,fcfs,35.47275428060508,40.67742941479019,84.49762609727804,0.9239327850808291,1.1259464385072435
10,30,2,0.5,sjf,18.08054742493925,23.28522255912436,86.99939461007733,0.8973640260679885,1.1259464385072435
10,30,2,1.0,fcfs,35.47275428060508,40.67742941479019,84.49762609727804,0.9239327850808291,2.251892877014487
10,30,2,1.0,sjf,21.377029628203704,26.581704762388814,80.82005753795104,0.9659746527168321,2.251892877014487
11,30,2,0.0,fcfs,34.899383476037315,41.45137998722683,100.3652331576261,0.979223029487629,0.0
11,30,2,0.0,sjf,21.674713877223393,28.226710388412915,100.80351802528989,0.9749654535190536,0.0
11,30,2,0.25,fcfs,34.899383476037315,41.45137998722683,100.3652331576261,0.979223029487629,0.944965158764369
11,30,2,0.25,sjf,22.044753411338977,28.596749922528495,98.70394740308913,0.9957043284853163,0.944965158764369
